Name,URL,Description,Process,Variety,all_combined,exlc_name_combined
Brazil Dry Process Sítio do Engenho,https://www.sweetmarias.com/brazil-dry-process-sitio-do-engenho-6718.html,"Core flavors are like rustic palm sugar and reduced balsamic, branching out to accent notes of wheat berry, green melon, toasted sesame seed, nori, dried goji berry and fermented miso. A unique Brazil! City to Full City.",Dry Natural,Modern Hybrids,"Brazil Dry Process Sítio do Engenho, Core flavors are like rustic palm sugar and reduced balsamic, branching out to accent notes of wheat berry, green melon, toasted sesame seed, nori, dried goji berry and fermented miso. A unique Brazil! City to Full City., Dry Natural, Modern Hybrids","Core flavors are like rustic palm sugar and reduced balsamic, branching out to accent notes of wheat berry, green melon, toasted sesame seed, nori, dried goji berry and fermented miso. A unique Brazil! City to Full City., Dry Natural, Modern Hybrids"
Brazil Dry Process Sítio Dois Irmãos,https://www.sweetmarias.com/brazil-dry-process-sitio-dois-irmaos-6715.html,"A nice representation of Minas Gerais coffee, balanced sweetness and pleasant nuttiness, Thai peanut sauce, chocolate covered almond, and coffee nib candy, and rustic leathery aroma. City+ to Full City+.",Dry Natural,"Bourbon, Modern Hybrids","Brazil Dry Process Sítio Dois Irmãos, A nice representation of Minas Gerais coffee, balanced sweetness and pleasant nuttiness, Thai peanut sauce, chocolate covered almond, and coffee nib candy, and rustic leathery aroma. City+ to Full City+., Dry Natural, Bourbon, Modern Hybrids","A nice representation of Minas Gerais coffee, balanced sweetness and pleasant nuttiness, Thai peanut sauce, chocolate covered almond, and coffee nib candy, and rustic leathery aroma. City+ to Full City+., Dry Natural, Bourbon, Modern Hybrids"
Brazil Dry Process Sítio São Benedito,https://www.sweetmarias.com/brazil-dry-process-sitio-sao-benedito-6716.html,"Shows best with mid-to-dark roast development, well developed bittersweetness, syrupy body, accents of cantaloupe, pungent papaya, aromatic wood, and peanut. City+ to Full City+. Good for espresso.",Dry Natural,Modern Hybrids,"Brazil Dry Process Sítio São Benedito, Shows best with mid-to-dark roast development, well developed bittersweetness, syrupy body, accents of cantaloupe, pungent papaya, aromatic wood, and peanut. City+ to Full City+. Good for espresso., Dry Natural, Modern Hybrids","Shows best with mid-to-dark roast development, well developed bittersweetness, syrupy body, accents of cantaloupe, pungent papaya, aromatic wood, and peanut. City+ to Full City+. Good for espresso., Dry Natural, Modern Hybrids"
Brazil Mogiana Ponta da Serra,https://www.sweetmarias.com/brazil-mogiana-ponta-da-serra-6721.html,"Fragrant brown sugars set up the aromatic profile, caramelized sweetness, molasses cookie, cinnamon spiced chocolate, dried fruit hint, and moderate acidity for Brazil. City+ to Full City+. Good for espresso.",Pulp Natural,"Bourbon, Modern Hybrids","Brazil Mogiana Ponta da Serra, Fragrant brown sugars set up the aromatic profile, caramelized sweetness, molasses cookie, cinnamon spiced chocolate, dried fruit hint, and moderate acidity for Brazil. City+ to Full City+. Good for espresso., Pulp Natural, Bourbon, Modern Hybrids","Fragrant brown sugars set up the aromatic profile, caramelized sweetness, molasses cookie, cinnamon spiced chocolate, dried fruit hint, and moderate acidity for Brazil. City+ to Full City+. Good for espresso., Pulp Natural, Bourbon, Modern Hybrids"
Brazil Pulp Natural Fazenda Alta Vista,https://www.sweetmarias.com/brazil-pulp-natural-fazenda-alta-vista-6778.html,"Medium roasts pull out a convincing mixture of sweet and bittering roast flavors, accent notes of peanut chews, cooked sugars, honey granola and roasted cacao nibs. City+ to Full City+. Good for espresso.",Pulp Natural,"Bourbon, Modern Hybrids","Brazil Pulp Natural Fazenda Alta Vista, Medium roasts pull out a convincing mixture of sweet and bittering roast flavors, accent notes of peanut chews, cooked sugars, honey granola and roasted cacao nibs. City+ to Full City+. Good for espresso., Pulp Natural, Bourbon, Modern Hybrids","Medium roasts pull out a convincing mixture of sweet and bittering roast flavors, accent notes of peanut chews, cooked sugars, honey granola and roasted cacao nibs. City+ to Full City+. Good for espresso., Pulp Natural, Bourbon, Modern Hybrids"
Brazil Pulp Natural Fazenda do Sertao,https://www.sweetmarias.com/brazil-pulp-natural-fazenda-do-sertao-6724.html,"Sugar-glazed almonds, baker's cocoa, and an impression of sweetened almond milk. Dark roasts are blanketed in chocolate roast flavors. City+ to Full City+. Good for espresso.",Pulp Natural,Bourbon,"Brazil Pulp Natural Fazenda do Sertao, Sugar-glazed almonds, baker's cocoa, and an impression of sweetened almond milk. Dark roasts are blanketed in chocolate roast flavors. City+ to Full City+. Good for espresso., Pulp Natural, Bourbon","Sugar-glazed almonds, baker's cocoa, and an impression of sweetened almond milk. Dark roasts are blanketed in chocolate roast flavors. City+ to Full City+. Good for espresso., Pulp Natural, Bourbon"
Brazil Pulp Natural Pedra Branca,https://www.sweetmarias.com/brazil-pulp-natural-pedra-branca-6647.html,"Balanced flavors of raw sugar, layered chocolate roast tones and nutty sweetness, hints of chocolate hazelnut spread, marzipan, and nut brittle. City+ to Full City+. Good for espresso.",Pulp Natural,Bourbon,"Brazil Pulp Natural Pedra Branca, Balanced flavors of raw sugar, layered chocolate roast tones and nutty sweetness, hints of chocolate hazelnut spread, marzipan, and nut brittle. City+ to Full City+. Good for espresso., Pulp Natural, Bourbon","Balanced flavors of raw sugar, layered chocolate roast tones and nutty sweetness, hints of chocolate hazelnut spread, marzipan, and nut brittle. City+ to Full City+. Good for espresso., Pulp Natural, Bourbon"
Colombia Buesaco Alianza Granjeros,https://www.sweetmarias.com/colombia-buesaco-alianza-granjeros-6632.html,"A caramel-sweet overtone, aromatic butterscotch note, hints of apple, dried date and an herbal accent in the aftertaste. Acidic impression like brisk black tea when roasted light. City to Full City+. Good for espresso.",Wet Washed,"Caturra, Bourbon, Typica, Modern Hybrids","Colombia Buesaco Alianza Granjeros, A caramel-sweet overtone, aromatic butterscotch note, hints of apple, dried date and an herbal accent in the aftertaste. Acidic impression like brisk black tea when roasted light. City to Full City+. Good for espresso., Wet Washed, Caturra, Bourbon, Typica, Modern Hybrids","A caramel-sweet overtone, aromatic butterscotch note, hints of apple, dried date and an herbal accent in the aftertaste. Acidic impression like brisk black tea when roasted light. City to Full City+. Good for espresso., Wet Washed, Caturra, Bourbon, Typica, Modern Hybrids"
Colombia Caicedo Gustavo Rivera,https://www.sweetmarias.com/colombia-caicedo-gustavo-rivera-6798.html,"Subverts your expectations of what washed coffees can taste like, flavors touch on nectarine and peach, fermented raspberry, fruit preserves, tart blueberry skins, and a long, sweet finish. City to City+.",Wet Washed,Caturra,"Colombia Caicedo Gustavo Rivera, Subverts your expectations of what washed coffees can taste like, flavors touch on nectarine and peach, fermented raspberry, fruit preserves, tart blueberry skins, and a long, sweet finish. City to City+., Wet Washed, Caturra","Subverts your expectations of what washed coffees can taste like, flavors touch on nectarine and peach, fermented raspberry, fruit preserves, tart blueberry skins, and a long, sweet finish. City to City+., Wet Washed, Caturra"
Colombia Caicedo Las Alegrias,https://www.sweetmarias.com/colombia-caicedo-las-alegrias-6625.html,"A cup with intimations of dried fruit against a backdrop of rustic, unrefined sugar sweetness, hints of dried raisin and plum, tea-like tannic acidity. Chocolatey dark roast. City to Full City+.",Wet Washed,"Caturra, Typica, Modern Hybrids","Colombia Caicedo Las Alegrias, A cup with intimations of dried fruit against a backdrop of rustic, unrefined sugar sweetness, hints of dried raisin and plum, tea-like tannic acidity. Chocolatey dark roast. City to Full City+., Wet Washed, Caturra, Typica, Modern Hybrids","A cup with intimations of dried fruit against a backdrop of rustic, unrefined sugar sweetness, hints of dried raisin and plum, tea-like tannic acidity. Chocolatey dark roast. City to Full City+., Wet Washed, Caturra, Typica, Modern Hybrids"
Colombia Honey Las Aguilas Gesha,https://www.sweetmarias.com/colombia-honey-las-aguilas-gesha-6805.html,"A floral Gesha cup, with ripe and juicy fruited notes like peach, tropical star fruit, cherry, and lychee. Mild bittering underneath adds a grounding element, and an aromatic orange tea note impacts the finish. City to City+ (maximum!).",Honey,Gesha,"Colombia Honey Las Aguilas Gesha, A floral Gesha cup, with ripe and juicy fruited notes like peach, tropical star fruit, cherry, and lychee. Mild bittering underneath adds a grounding element, and an aromatic orange tea note impacts the finish. City to City+ (maximum!)., Honey, Gesha","A floral Gesha cup, with ripe and juicy fruited notes like peach, tropical star fruit, cherry, and lychee. Mild bittering underneath adds a grounding element, and an aromatic orange tea note impacts the finish. City to City+ (maximum!)., Honey, Gesha"
Colombia Honey Process Aponte,https://www.sweetmarias.com/colombia-honey-process-aponte-7031.html,"Base flavor notes of molasses cookie and chocolate roast notes are intertwined with fruited accents of cooked cherry, date, fig, berry fruit leather and more. Bittersweet chocolate easily developed with roast. City to Full City. Good for espresso.",Honey,"Caturra, Typica, Modern Hybrids","Colombia Honey Process Aponte, Base flavor notes of molasses cookie and chocolate roast notes are intertwined with fruited accents of cooked cherry, date, fig, berry fruit leather and more. Bittersweet chocolate easily developed with roast. City to Full City. Good for espresso., Honey, Caturra, Typica, Modern Hybrids","Base flavor notes of molasses cookie and chocolate roast notes are intertwined with fruited accents of cooked cherry, date, fig, berry fruit leather and more. Bittersweet chocolate easily developed with roast. City to Full City. Good for espresso., Honey, Caturra, Typica, Modern Hybrids"
Colombia Honey Process Nariño Aponte,https://www.sweetmarias.com/colombia-honey-process-nari-o-aponte-6631.html,"The flavor profile opens up to molasses cookie, cinnamon hint, an array of dried fruited accents like date and fig, and an opaque chocolatey side in the middle/dark roasts. City+ to Full City+. Good for espresso.",Honey,"Caturra, Typica","Colombia Honey Process Nariño Aponte, The flavor profile opens up to molasses cookie, cinnamon hint, an array of dried fruited accents like date and fig, and an opaque chocolatey side in the middle/dark roasts. City+ to Full City+. Good for espresso., Honey, Caturra, Typica","The flavor profile opens up to molasses cookie, cinnamon hint, an array of dried fruited accents like date and fig, and an opaque chocolatey side in the middle/dark roasts. City+ to Full City+. Good for espresso., Honey, Caturra, Typica"
Colombia Ibagué Rio Combeima,https://www.sweetmarias.com/colombia-ibague-rio-combeima-6623.html,"Delicious in the light to middle roasts, panela and molasses sweetness, winey apple and plum hints, a cinnamon note, tannic black tea and cranberry-like acidic impression. City to City+.",Wet Washed,"Caturra, Bourbon, Typica, Modern Hybrids","Colombia Ibagué Rio Combeima, Delicious in the light to middle roasts, panela and molasses sweetness, winey apple and plum hints, a cinnamon note, tannic black tea and cranberry-like acidic impression. City to City+., Wet Washed, Caturra, Bourbon, Typica, Modern Hybrids","Delicious in the light to middle roasts, panela and molasses sweetness, winey apple and plum hints, a cinnamon note, tannic black tea and cranberry-like acidic impression. City to City+., Wet Washed, Caturra, Bourbon, Typica, Modern Hybrids"
Colombia Inzá Cresta El Hato,https://www.sweetmarias.com/colombia-inza-cresta-el-hato-6794.html,"At City+, the flavor profiles are all raw sugars - panela, and raw sugarcane most notably - with a dried raisin accent note. Full City builds dark cocoa and subtle dried berry characteristics. City+ to Full City+. Good espresso.",Wet Washed,"Caturra, Typica, Modern Hybrids","Colombia Inzá Cresta El Hato, At City+, the flavor profiles are all raw sugars - panela, and raw sugarcane most notably - with a dried raisin accent note. Full City builds dark cocoa and subtle dried berry characteristics. City+ to Full City+. Good espresso., Wet Washed, Caturra, Typica, Modern Hybrids","At City+, the flavor profiles are all raw sugars - panela, and raw sugarcane most notably - with a dried raisin accent note. Full City builds dark cocoa and subtle dried berry characteristics. City+ to Full City+. Good espresso., Wet Washed, Caturra, Typica, Modern Hybrids"
Colombia Inzá Floro Pillimué,https://www.sweetmarias.com/colombia-inza-floro-pillimue-6629.html,"A great option for both brew and espresso, sweet at its core, flavors of crisped toffee, brown sugar caramels, bittersweet cocoa powder, and fudgey chocolate truffles in the aftertaste. City to Full City+. Good for espresso.",Wet Washed,"Caturra, Typica, Heirloom","Colombia Inzá Floro Pillimué, A great option for both brew and espresso, sweet at its core, flavors of crisped toffee, brown sugar caramels, bittersweet cocoa powder, and fudgey chocolate truffles in the aftertaste. City to Full City+. Good for espresso., Wet Washed, Caturra, Typica, Heirloom","A great option for both brew and espresso, sweet at its core, flavors of crisped toffee, brown sugar caramels, bittersweet cocoa powder, and fudgey chocolate truffles in the aftertaste. City to Full City+. Good for espresso., Wet Washed, Caturra, Typica, Heirloom"
